Date,Close
9-Oct-18,135.389999
8-Oct-18,135.130005
5-Oct-18,135.369995
4-Oct-18,133.190002
3-Oct-18,130.839996
2-Oct-18,129.710007
1-Oct-18,129.869995
28-Sep-18,126
27-Sep-18,125.860001
26-Sep-18,125.349998
25-Sep-18,120.989998
24-Sep-18,121.260002
21-Sep-18,127.790001
20-Sep-18,125.120003
19-Sep-18,122.059998
18-Sep-18,120.129997
17-Sep-18,121.419998
14-Sep-18,116.360001
13-Sep-18,121.089996
12-Sep-18,119.980003
11-Sep-18,121.959999
10-Sep-18,121.029999
7-Sep-18,123.989998
6-Sep-18,125.57
5-Sep-18,124.760002
4-Sep-18,120.529999
31-Aug-18,119.989998
30-Aug-18,123.389999
29-Aug-18,122.540001
28-Aug-18,120.089996
27-Aug-18,120.589996
24-Aug-18,121.209999
23-Aug-18,121.389999
22-Aug-18,119.900002
21-Aug-18,122.150002
20-Aug-18,123
17-Aug-18,125.900002
16-Aug-18,126.209999
15-Aug-18,127.900002
14-Aug-18,130.360001
13-Aug-18,133
10-Aug-18,131.240005
9-Aug-18,134.429993
8-Aug-18,132.029999
7-Aug-18,134.5
6-Aug-18,134.160004
3-Aug-18,134.839996
2-Aug-18,133.110001
1-Aug-18,133.5
31-Jul-18,131.940002
30-Jul-18,134.320007
27-Jul-18,134.720001
26-Jul-18,134.389999
25-Jul-18,133.580002
24-Jul-18,133.479996
23-Jul-18,131.460007
20-Jul-18,132.539993
19-Jul-18,127.849998
18-Jul-18,128.100006
17-Jul-18,129.740005
16-Jul-18,130.210007
13-Jul-18,126.849998
12-Jul-18,125.910004
11-Jul-18,122.769997
10-Jul-18,124.970001
9-Jul-18,127.449997
6-Jul-18,126.269997
5-Jul-18,124.849998
3-Jul-18,124.690002
2-Jul-18,127.309998
29-Jun-18,125.43
28-Jun-18,127.099998
27-Jun-18,126.900002
26-Jun-18,126.849998
25-Jun-18,125.279999
22-Jun-18,124.610001
21-Jun-18,124.279999
20-Jun-18,125.059998
19-Jun-18,123.540001
18-Jun-18,125.889999
15-Jun-18,125.900002
14-Jun-18,126.739998
13-Jun-18,127.129997
12-Jun-18,126.110001
11-Jun-18,127.349998
8-Jun-18,130.479996
7-Jun-18,129.639999
6-Jun-18,130.149994
5-Jun-18,131.789993
4-Jun-18,130.460007
1-Jun-18,132.300003
31-May-18,133.979996
30-May-18,133.699997
29-May-18,133.410004
25-May-18,133.110001
24-May-18,134.779999
23-May-18,136.330002
22-May-18,136.960007
21-May-18,137.270004
18-May-18,139.960007
17-May-18,142.020004
16-May-18,144.570007
15-May-18,143.240005
14-May-18,145.110001
11-May-18,144.5
10-May-18,145.639999
9-May-18,149.149994
8-May-18,148.479996
7-May-18,146.389999
4-May-18,142.449997
3-May-18,146.149994
2-May-18,145.399994
1-May-18,146.800003
30-Apr-18,148.559998
27-Apr-18,148.990005
26-Apr-18,146.770004
25-Apr-18,144.979996
24-Apr-18,145.639999
23-Apr-18,145.860001
