Date,Close
9-Oct-18,2095.379883
8-Oct-18,2095.889893
5-Oct-18,2104.110107
4-Oct-18,2121.899902
3-Oct-18,2128.310059
2-Oct-18,2117.199951
1-Oct-18,2101.139893
28-Sep-18,2064.879883
27-Sep-18,2070.860107
26-Sep-18,2095.169922
25-Sep-18,2031.359985
24-Sep-18,2036.859985
21-Sep-18,2081.51001
20-Sep-18,2075.840088
19-Sep-18,2026.709961
18-Sep-18,2049.090088
17-Sep-18,2108.540039
14-Sep-18,2024.170044
13-Sep-18,2052.699951
12-Sep-18,2055.030029
11-Sep-18,2114.77002
10-Sep-18,2061.919922
7-Sep-18,2066.48999
6-Sep-18,2092.52002
5-Sep-18,2091.080078
4-Sep-18,2036.219971
31-Aug-18,2043.199951
30-Aug-18,2038.589966
29-Aug-18,2052.959961
28-Aug-18,2045.060059
27-Aug-18,2044.359985
24-Aug-18,2035.550049
23-Aug-18,2055.949951
22-Aug-18,2055.540039
21-Aug-18,2068.629883
20-Aug-18,2137.75
17-Aug-18,2225.550049
16-Aug-18,2224.75
15-Aug-18,2249.679932
14-Aug-18,2265.439941
13-Aug-18,2285.879883
10-Aug-18,2254.790039
9-Aug-18,2267.27002
8-Aug-18,2254.840088
7-Aug-18,2296.659912
6-Aug-18,2297.76001
3-Aug-18,2302.399902
2-Aug-18,2293.629883
1-Aug-18,2293.290039
31-Jul-18,2267.919922
30-Jul-18,2315.300049
27-Jul-18,2326.73999
26-Jul-18,2307.120117
25-Jul-18,2379.909912
24-Jul-18,2429.889893
23-Jul-18,2410.120117
20-Jul-18,2395.169922
19-Jul-18,2354.25
18-Jul-18,2356.73999
17-Jul-18,2381.350098
16-Jul-18,2398.689941
13-Jul-18,2341.659912
12-Jul-18,2308.76001
11-Jul-18,2239.080078
10-Jul-18,2261.969971
9-Jul-18,2316.159912
6-Jul-18,2321.409912
5-Jul-18,2303.429932
3-Jul-18,2308.709961
2-Jul-18,2356.090088
29-Jun-18,2345.100098
28-Jun-18,2406.669922
27-Jun-18,2409.070068
26-Jun-18,2433.530029
25-Jun-18,2402.51001
22-Jun-18,2411.560059
21-Jun-18,2429.810059
20-Jun-18,2421.280029
19-Jun-18,2404.610107
18-Jun-18,2451.76001
15-Jun-18,2466.090088
14-Jun-18,2482.850098
13-Jun-18,2491.399902
12-Jun-18,2521.600098
11-Jun-18,2513.929932
8-Jun-18,2527.040039
7-Jun-18,2520.659912
6-Jun-18,2513.929932
5-Jun-18,2527.419922
4-Jun-18,2511.350098
1-Jun-18,2529.100098
31-May-18,2539.98999
30-May-18,2529.22998
29-May-18,2545.639893
25-May-18,2539.899902
24-May-18,2536.389893
23-May-18,2520.370117
22-May-18,2506.320068
21-May-18,2527.370117
18-May-18,2574.379883
17-May-18,2595.419922
16-May-18,2601.550049
15-May-18,2583.540039
14-May-18,2591.48999
11-May-18,2611.280029
10-May-18,2619.889893
9-May-18,2641.649902
8-May-18,2625.330078
7-May-18,2636.909912
4-May-18,2585.080078
3-May-18,2622.030029
2-May-18,2652.01001
1-May-18,2666.570068
30-Apr-18,2756.320068
27-Apr-18,2792.889893
26-Apr-18,2735.929932
25-Apr-18,2727.629883
24-Apr-18,2730.810059
23-Apr-18,2704.419922
